id,first_name,last_name,Gender,Country,Institute,Department,Qualification,Year,Quarter,Status,Reason,Cohort,CohortKey,Fees,Other Charges,Expenditures
889,Stillman,Avo,Female,Indonesia,smu,engineering,Bachelor,1995,Q4,Withdrawn,Expensive,Sept intake,1,1714,800,410
890,Rudolph,Perigeaux,Female,Indonesia,smu,engineering,Phd.,1992,Q4,Active,NA,Sept intake,1,2780,1649,446
891,Sallee,Bletso,Female,Indonesia,smu,engineering,Degree,2008,Q3,Active,NA,Sept intake,1,3002,1762,315
892,Jerad,McKeurtan,Male,Indonesia,smu,arts,Phd.,2015,Q4,Withdrawn,homesick,Sept intake,1,1420,932,233
893,Flori,Frankes,Male,Indonesia,smu,arts,Phd.,2019,Q2,Withdrawn,homesick,Sept intake,1,1071,1759,294
894,Roseann,McLagan,Female,Indonesia,smu,engineering,Degree,2000,Q3,Active,NA,Sept intake,1,3487,1745,442
895,Armand,Raven,Female,Indonesia,smu,science,Phd.,1997,Q4,Active,NA,June Intake,3,2767,929,246
896,Willyt,Shaughnessy,Male,Indonesia,smu,science,Phd.,1995,Q4,Active,NA,Sept intake,1,4764,855,301
897,Finley,Adamek,Male,Indonesia,smu,science,Bachelor,2002,Q4,Active,NA,Sept intake,1,4994,1453,209
898,Giffard,Warfield,Female,Indonesia,smu,engineering,Phd.,1995,Q2,Withdrawn,Expensive,March Intake,2,4549,1356,404
899,Vida,Wills,Female,Indonesia,smu,science,Phd.,2010,Q4,Withdrawn,homesick,Sept intake,1,2972,1207,210
900,Gaylene,McCullough,Female,Indonesia,smu,engineering,Phd.,2020,Q2,Active,NA,June Intake,3,4665,1680,295
901,Siffre,Budnik,Female,Indonesia,smu,science,Phd.,1990,Q3,Withdrawn,Expensive,June Intake,3,1954,601,333
902,Estrellita,De la Feld,Male,Indonesia,smu,science,Phd.,2004,Q4,Active,NA,Sept intake,1,3269,782,490
903,Joletta,Sayers,Female,Indonesia,smu,science,Bachelor,1996,Q3,Withdrawn,homesick,March Intake,2,1991,642,431
904,Car,Aldrich,Female,Indonesia,smu,science,Bachelor,2008,Q2,Active,NA,March Intake,2,3267,1063,300
905,Lydie,Thirtle,Female,Indonesia,smu,engineering,Bachelor,1999,Q3,Active,NA,March Intake,2,4871,1903,281
906,Earvin,Punch,Male,Indonesia,smu,engineering,Bachelor,1998,Q3,Active,NA,Sept intake,1,3669,1145,209
907,Kent,Gittens,Male,Indonesia,smu,science,Phd.,2002,Q2,Withdrawn,homesick,June Intake,3,1506,692,491
908,Shannan,Iglesias,Female,Indonesia,smu,science,Bachelor,1990,Q4,Active,NA,Sept intake,1,2831,1207,425
909,Eba,Gregr,Male,Indonesia,smu,science,Phd.,1992,Q4,Active,NA,June Intake,3,1899,1760,279
910,Tiffy,Shinner,Female,Indonesia,smu,engineering,Phd.,1994,Q3,Active,NA,March Intake,2,4142,1957,363
911,Max,Rimington,Male,Indonesia,smu,engineering,Bachelor,2014,Q2,Withdrawn,Academically unprepared,June Intake,3,1776,1903,455
912,Bonnibelle,Sisselot,Male,Indonesia,smu,engineering,Phd.,2003,Q4,Active,NA,Sept intake,1,3742,1623,253
913,Monique,Topley,Female,Indonesia,smu,arts,Phd.,2001,Q4,Withdrawn,Expensive,Sept intake,1,2864,1960,217
914,Addie,Sidney,Female,Indonesia,smu,engineering,Phd.,2006,Q3,Active,NA,March Intake,2,2686,1696,349
915,Corbett,Vedeneev,Female,Indonesia,smu,engineering,Degree,1994,Q4,Active,NA,Sept intake,1,2605,709,254
916,Rudy,McAdam,Female,Indonesia,smu,engineering,Bachelor,2016,Q3,Active,NA,March Intake,2,1817,825,233
917,Lucille,de Verson,Female,Indonesia,smu,engineering,Phd.,2007,Q3,Withdrawn,Expensive,Sept intake,1,2754,1832,323
918,Salaidh,Edwick,Female,Indonesia,smu,engineering,Degree,2014,Q1,Active,NA,June Intake,3,2991,1315,412
919,Garrott,Platfoot,Male,Indonesia,smu,engineering,Phd.,2020,Q4,Withdrawn,Academically unprepared,March Intake,2,2960,568,441
920,Kris,Rozzell,Female,Indonesia,smu,engineering,Phd.,1991,Q4,Active,NA,June Intake,3,2224,810,496
921,Sara-ann,Dalman,Male,Indonesia,smu,science,Bachelor,1992,Q4,Withdrawn,homesick,Sept intake,1,3688,1731,204
922,Phillip,Loveridge,Female,Indonesia,smu,engineering,Bachelor,1998,Q4,Withdrawn,Academically unprepared,March Intake,2,1976,1844,335
923,Eliot,Choppen,Male,Indonesia,smu,science,Phd.,2018,Q4,Withdrawn,Expensive,March Intake,2,1405,1359,352
924,Erda,Smissen,Male,Indonesia,smu,science,Phd.,2003,Q4,Withdrawn,homesick,June Intake,3,3484,1969,316
925,Kathryn,Grewes,Female,Indonesia,smu,engineering,Degree,2008,Q3,Active,NA,Sept intake,1,4297,1587,372
926,Ingar,Idwal Evans,Male,Indonesia,smu,engineering,Bachelor,2020,Q4,Withdrawn,Academically unprepared,Sept intake,1,4083,568,223
927,Rhodie,Allflatt,Male,Indonesia,smu,engineering,Degree,1990,Q1,Active,NA,March Intake,2,3945,740,499
928,Irita,Orsi,Female,Indonesia,smu,science,Phd.,2014,Q4,Withdrawn,Expensive,Sept intake,1,4696,1119,286
929,Dorri,Medmore,Male,Indonesia,smu,arts,Bachelor,2008,Q4,Withdrawn,homesick,Sept intake,1,4458,1054,285
930,Giraldo,Nuss,Male,Indonesia,smu,engineering,Bachelor,1996,Q4,Withdrawn,homesick,Sept intake,1,4820,795,279
931,Cortie,Scedall,Male,Indonesia,smu,engineering,Phd.,2009,Q3,Withdrawn,Academically unprepared,June Intake,3,3268,1036,233
932,Nyssa,Volcker,Male,Indonesia,smu,science,Degree,1993,Q3,Active,NA,March Intake,2,3045,1503,500
933,Georgette,Mulholland,Male,Indonesia,smu,arts,Bachelor,1992,Q4,Active,NA,Sept intake,1,4326,1460,272
934,Sybila,Leake,Male,Indonesia,smu,engineering,Phd.,2019,Q3,Active,NA,Sept intake,1,2780,1037,497
935,Kahaleel,Offell,Female,Indonesia,smu,engineering,Phd.,2006,Q3,Active,NA,June Intake,3,1292,1527,426
936,Emma,Passingham,Male,Indonesia,smu,engineering,Phd.,2017,Q4,Active,NA,June Intake,3,4705,813,292
937,Ben,Keig,Male,Indonesia,smu,engineering,Bachelor,2011,Q4,Withdrawn,Academically unprepared,Sept intake,1,2080,1608,358
938,Tatiania,Lynnett,Female,Indonesia,smu,engineering,Phd.,1995,Q3,Withdrawn,homesick,Sept intake,1,4167,1298,466
939,Kenton,Saur,Female,Indonesia,smu,arts,Degree,2014,Q3,Active,NA,Sept intake,1,2323,621,292
940,Karlene,Schrader,Male,Indonesia,smu,engineering,Phd.,2001,Q4,Active,NA,Sept intake,1,3913,1665,260
941,Obediah,Eberlein,Male,Indonesia,smu,engineering,Bachelor,2018,Q4,Withdrawn,homesick,June Intake,3,4674,1456,373
942,Alair,Gurery,Female,Indonesia,smu,science,Bachelor,2004,Q4,Withdrawn,Academically unprepared,Sept intake,1,1620,900,362
943,Ofilia,Karlsson,Female,Indonesia,smu,engineering,Phd.,2016,Q4,Withdrawn,Academically unprepared,Sept intake,1,2134,991,326
944,Yardley,Sawkin,Female,Indonesia,smu,engineering,Phd.,2012,Q4,Withdrawn,homesick,Sept intake,1,2559,1606,326
945,Genevra,Tapner,Female,Indonesia,smu,arts,Phd.,2012,Q1,Active,NA,Sept intake,1,2801,1886,226
946,Korie,Aysh,Male,Indonesia,smu,engineering,Phd.,2010,Q4,Active,NA,Sept intake,1,1819,1114,468
947,Kathleen,Pears,Male,Indonesia,smu,engineering,Phd.,2000,Q4,Withdrawn,Academically unprepared,Sept intake,1,4633,1208,500
948,Roberto,Goskar,Male,Indonesia,smu,engineering,Phd.,2016,Q4,Active,NA,June Intake,3,1050,1357,269
949,Skylar,Sampson,Male,Indonesia,smu,arts,Degree,2014,Q4,Withdrawn,homesick,Sept intake,1,2892,1325,353
950,Cindee,Vizor,Male,Indonesia,smu,arts,Degree,1995,Q2,Withdrawn,Academically unprepared,June Intake,3,2675,1172,323
951,Tonya,Newiss,Female,Indonesia,smu,engineering,Degree,2007,Q3,Active,NA,Sept intake,1,3709,1050,363
952,Doug,Finnimore,Female,Indonesia,smu,engineering,Phd.,2010,Q4,Active,NA,June Intake,3,4682,1053,371
953,Kristo,Gorgen,Male,Indonesia,smu,engineering,Phd.,2014,Q4,Withdrawn,Academically unprepared,Sept intake,1,1015,715,314
954,Lethia,Tuma,Male,Indonesia,smu,engineering,Phd.,1997,Q4,Active,NA,March Intake,2,4215,1963,498
955,Felix,Tullett,Female,Indonesia,smu,engineering,Phd.,2016,Q4,Withdrawn,Expensive,Sept intake,1,1202,772,294
956,Jamey,Obal,Female,Indonesia,smu,arts,Degree,1990,Q2,Withdrawn,Expensive,Sept intake,1,4993,596,475
957,Tricia,Billin,Male,Indonesia,smu,science,Phd.,2016,Q3,Active,NA,March Intake,2,2000,599,429
958,Barrett,Borrell,Female,Indonesia,smu,engineering,Bachelor,2010,Q4,Withdrawn,Academically unprepared,March Intake,2,1960,1639,462
959,Killian,Fairham,Male,Indonesia,smu,arts,Bachelor,2017,Q4,Withdrawn,homesick,Sept intake,1,4454,1009,378
960,Natala,Quelch,Male,Indonesia,smu,engineering,Phd.,1997,Q3,Withdrawn,Expensive,March Intake,2,4431,1429,367
961,Clarice,Woolford,Female,Indonesia,smu,engineering,Phd.,2011,Q1,Withdrawn,Academically unprepared,March Intake,2,4484,1790,201
962,Harmony,Willoughey,Male,Indonesia,smu,science,Phd.,2000,Q2,Withdrawn,homesick,Sept intake,1,3516,1325,225
963,Millie,Plaster,Female,Indonesia,smu,science,Phd.,1999,Q3,Active,NA,Sept intake,1,1112,638,462
964,Freda,Parzizek,Male,Indonesia,smu,engineering,Bachelor,2013,Q1,Active,NA,Sept intake,1,2355,1744,364
965,Christi,Puig,Male,Indonesia,smu,science,Degree,2012,Q3,Active,NA,Sept intake,1,2790,1786,433
966,Alis,Paris,Male,Indonesia,smu,engineering,Degree,2019,Q4,Active,NA,March Intake,2,2075,856,223
967,Vidovik,Laxe,Male,Indonesia,smu,engineering,Bachelor,2016,Q1,Active,NA,June Intake,3,4967,615,288
968,Torrence,Checcucci,Male,Indonesia,smu,engineering,Bachelor,1993,Q4,Withdrawn,Expensive,March Intake,2,3452,1160,239
969,Cheslie,Abilowitz,Female,Indonesia,smu,arts,Phd.,1999,Q4,Withdrawn,Academically unprepared,June Intake,3,4517,940,248
970,Toni,Barenskie,Female,Indonesia,smu,engineering,Bachelor,2000,Q2,Active,NA,March Intake,2,2414,1381,290
971,Kirbee,Hoston,Male,Indonesia,smu,engineering,Degree,2009,Q4,Active,NA,June Intake,3,2253,1340,268
972,Jed,Pandey,Male,Indonesia,smu,arts,Bachelor,1995,Q3,Withdrawn,homesick,Sept intake,1,1031,1913,275
973,Aila,Bennedsen,Male,Indonesia,smu,engineering,Bachelor,1999,Q4,Withdrawn,Academically unprepared,Sept intake,1,2994,1842,307
974,Reginauld,Ludlamme,Female,Indonesia,smu,engineering,Degree,1997,Q1,Active,NA,Sept intake,1,4789,1527,487
975,Gerald,Sprull,Female,Indonesia,smu,engineering,Phd.,1990,Q3,Withdrawn,Academically unprepared,Sept intake,1,3551,1267,460
976,Becca,Cayford,Female,Indonesia,smu,engineering,Phd.,1999,Q3,Active,NA,March Intake,2,1816,1895,269
977,Ossie,Jeannon,Male,Indonesia,smu,engineering,Bachelor,1992,Q4,Withdrawn,Academically unprepared,March Intake,2,3287,517,289
978,Gothart,Cumberland,Female,Indonesia,smu,arts,Bachelor,2000,Q3,Active,NA,Sept intake,1,1698,573,469
979,Hannah,Scates,Female,Indonesia,smu,science,Phd.,2007,Q4,Active,NA,Sept intake,1,4201,975,269
980,Ginny,Bankhurst,Male,Indonesia,smu,engineering,Degree,1994,Q1,Active,NA,March Intake,2,3168,889,319
981,Nola,Donwell,Female,Indonesia,smu,science,Bachelor,1990,Q4,Withdrawn,Academically unprepared,March Intake,2,2749,523,434
982,Eva,Worledge,Male,Indonesia,smu,science,Degree,1990,Q1,Withdrawn,homesick,March Intake,2,4267,559,469
983,Fanya,Sinkins,Male,Indonesia,smu,science,Phd.,1993,Q1,Active,NA,June Intake,3,4851,887,255
984,Eduardo,Gladwish,Male,Indonesia,smu,engineering,Bachelor,2014,Q1,Withdrawn,homesick,Sept intake,1,4319,1097,359
985,Lorrie,Shearsby,Female,Indonesia,smu,engineering,Phd.,1990,Q3,Withdrawn,homesick,March Intake,2,3228,1276,383
986,Delphine,Gowler,Male,Indonesia,smu,engineering,Phd.,2008,Q3,Withdrawn,homesick,Sept intake,1,3540,1038,356
987,Byran,Itzkowicz,Female,Indonesia,smu,arts,Degree,1998,Q3,Active,NA,June Intake,3,1865,1882,259
988,Crawford,Bernollet,Female,Indonesia,smu,science,Degree,2016,Q4,Active,NA,Sept intake,1,3035,1219,314
989,Jan,Goschalk,Female,Indonesia,smu,science,Bachelor,2003,Q2,Active,NA,March Intake,2,2361,647,292
990,Judye,Ommundsen,Male,Indonesia,smu,arts,Phd.,1994,Q4,Active,NA,Sept intake,1,2837,1340,241
991,Zonda,Pinson,Male,Indonesia,smu,engineering,Phd.,2015,Q4,Withdrawn,homesick,Sept intake,1,3746,686,343
992,Philippe,Liggins,Male,Indonesia,smu,arts,Bachelor,2006,Q4,Withdrawn,homesick,March Intake,2,2209,898,341
993,Desmund,Satch,Female,Indonesia,smu,engineering,Phd.,1999,Q2,Withdrawn,homesick,Sept intake,1,3113,1000,299
994,Rodrigo,Capun,Male,Indonesia,smu,science,Phd.,2004,Q4,Active,NA,June Intake,3,4013,1386,267
995,Cointon,Bassam,Female,Indonesia,smu,engineering,Phd.,2000,Q4,Withdrawn,Expensive,Sept intake,1,4869,540,485
996,Margie,Ericsson,Female,Indonesia,smu,science,Phd.,2001,Q4,Withdrawn,Academically unprepared,June Intake,3,2256,636,376
997,Guillema,Hintzer,Female,Indonesia,smu,arts,Bachelor,2017,Q4,Active,NA,Sept intake,1,2982,1083,495
998,Christiano,Cordeau],Female,Indonesia,smu,engineering,Phd.,2017,Q4,Active,NA,Sept intake,1,2879,1592,281
999,Agosto,Lefeuvre,Male,Indonesia,smu,engineering,Degree,1995,Q4,Active,NA,March Intake,2,2313,1335,252
1000,Crawford,Gaydon,Female,Indonesia,smu,arts,Phd.,2001,Q1,Active,NA,March Intake,2,3031,1332,329
